Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2022-164/00:00.000000,-21678702.5434615,-139292507.9834488,-60758430.51108624,29.09839550975654,-4.011195324656286,-1.860736189258122,153505556.2592362,29.43244210630132
2022-165/00:00.000000,-19161839.96283529,-139619573.1377492,-60910577.46558998,29.16102204253932,-3.559639608533464,-1.661112072455752,153528172.53234094,29.424403715714657
2022-166/00:00.000000,-16639914.36853774,-139907592.6577687,-61045459.21248439,29.21559171172425,-3.107376437966094,-1.461091450371558,153549891.96983337,29.416685326864183
2022-167/00:00.000000,-14113621.90413786,-140156510.3559649,-61163043.9553403,29.26210461331069,-2.654522957458867,-1.260728132932848,153570699.2375093,29.409296046610553
2022-168/00:00.000000,-11583658.75945646,-140366280.1908735,-61263304.61268064,29.30055869076549,-2.201194478675651,-1.060079085183114,153590579.974634,29.40224080560507
2022-169/00:00.000000,-9050721.282863626,-140536866.1613576,-61346218.94980818,29.33095256037624,-1.747507943554981,-0.8592019831269804,153609520.81701586,29.39552330134027
2022-170/00:00.000000,-6515505.977390017,-140668242.3379901,-61411769.54270307,29.35328367065604,-1.293577577721047,-0.6581495491500721,153627509.44725683,29.389143676341295
2022-171/00:00.000000,-3978709.497564793,-140760392.4228019,-61459943.53935226,29.36755149358968,-0.8395159272482783,-0.4569726783786086,153644534.11738268,29.383102146463866
2022-172/00:00.000000,-1441028.417333781,-140813310.041829,-61490732.20642465,29.37375627538,-0.3854351230883626,-0.2557216361669056,153660583.73935083,29.377397970459192
2022-173/00:00.000000,1096840.509420219,-140826998.2379438,-61504131.41656682,29.37190130848191,0.06855429414401458,-0.05444545891837183,153675647.62550783,29.372031773005485
2022-174/00:00.000000,3634201.377185333,-140801469.6516304,-61500141.08166303,29.36199489053585,0.5223434450308209,0.1468050970220586,153689715.42941117,29.36700765081338
2022-175/00:00.000000,6170358.953775959,-140736746.2452063,-61478765.73547287,29.34404641390401,0.9758231499501903,0.3479780737968288,153702777.16965035,29.36232925878284
2022-176/00:00.000000,8704618.833133949,-140632859.6235973,-61440014.12247124,29.31806647203609,1.428881528915368,0.5490254255755537,153714823.3915976,29.357999812663166
2022-177/00:00.000000,11236287.64909873,-140489850.9526822,-61383899.23686671,29.28406798765363,1.881407926664633,0.7498968360562086,153725845.14765874,29.354023215851754
2022-178/00:00.000000,13764673.20529968,-140307770.970295,-61310438.61579232,29.24206523151344,2.333291710832474,0.950538522381711,153735834.16485012,29.35040293921803
2022-179/00:00.000000,16289084.75603237,-140086679.9562278,-61219654.3821856,29.19207490957401,2.784422215793326,1.150897135856031,153744782.89041898,29.347143111712008
2022-180/00:00.000000,18808832.69990743,-139826647.8617852,-61111573.29681325,29.1341143437635,3.234687474463533,1.350920414978798,153752684.62894744,29.344246584646605
2022-181/00:00.000000,21323229.21452294,-139527754.2685228,-60986226.4979027,29.06820069241168,3.683976047549994,1.550557480701409,153759533.48591384,29.341714324732358
2022-182/00:00.000000,23831588.02589208,-139190088.2600567,-60843649.58303304,28.99435387247669,4.132177079216827,1.749756445727266,153765324.2843169,29.339548250028887
2022-183/00:00.000000,26333224.67418081,-138813748.7775507,-60683882.77935202,28.91259538905388,4.579177588001492,1.948463509477491,153770053.00316435,29.337749565386915
2022-184/00:00.000000,28827456.52306506,-138398844.2017216,-60506970.79861051,28.82294844394157,5.024869183406578,2.146626603321976,153773716.35356128,29.33632003313559
2022-185/00:00.000000,31313603.0072428,-137945492.4522028,-60312962.81915241,28.72543530317684,5.469139442829997,2.344195974610233,153776311.91181692,29.335258212081516
2022-186/00:00.000000,33790985.5431045,-137453820.8500649,-60101912.55877346,28.6200794678989,5.911881228288401,2.541117795083032,153777838.01145887,29.334562687293033
2022-187/00:00.000000,36258927.53674471,-136923966.5380347,-59873877.82441544,28.50690717434287,6.352982816900718,2.737343840800997,153778293.93109024,29.334232538473
2022-188/00:00.000000,38716754.79462097,-136356075.7222872,-59628921.02988894,28.38594475509055,6.79233772087947,2.93282431355917,153777679.4967256,29.334266137194202
2022-189/00:00.000000,41163795.42464089,-135750303.9392117,-59367108.659522,28.25721950637108,7.229838465227044,3.127510172755931,153775995.083568,29.334661040230323
2022-190/00:00.000000,43599380.18913569,-135106815.9727729,-59088511.62023888,28.12076562803373,7.665379222638815,3.321350003289767,153773241.75770187,29.335419955712567
2022-191/00:00.000000,46022842.66500129,-134425785.7222698,-58793204.95689662,27.97661416913729,8.098854708074851,3.514298389949695,153769421.09249392,29.336541737650037
2022-192/00:00.000000,48433519.21600717,-133707396.1565187,-58481267.75952709,27.82479956226264,8.53016007380762,3.706308142439218,153764535.08324042,29.338026886816778
2022-193/00:00.000000,50830749.42081878,-132951839.1797098,-58152783.32708028,27.66535807078859,8.95919118569953,3.897329396236677,153758586.22085413,29.339875942301358
2022-194/00:00.000000,53213875.98173334,-132159316.0605433,-57807839.02182388,27.49833343948557,9.385840452251431,4.087313225363866,153751577.78365391,29.342093864386776
2022-195/00:00.000000,55582248.25742243,-131330038.5280391,-57446527.65935387,27.32384751321514,9.80995863346491,4.276181570097201,153743516.55026913,29.34473820186789
2022-196/00:00.000000,57935218.05783179,-130464227.1905148,-57068946.12781767,27.14178040482107,10.23152125802273,4.463932766652787,153734409.5509087,29.3476909916623
2022-197/00:00.000000,60272134.82485175,-129562108.9048606,-56675194.33987229,26.95225397941464,10.65037886373374,4.650484574508017,153724259.48327854,29.351006307956048
2022-198/00:00.000000,62592355.76803599,-128623922.015402,-56265377.88937373,26.75530762252909,11.06642264216527,4.83579152215204,153713073.82344103,29.354677237484815
2022-199/00:00.000000,64895241.51239339,-127649914.188301,-55839606.42336673,26.55098221625417,11.4795493867375,5.019805414037846,153700860.79378012,29.358698151743617
2022-200/00:00.000000,67180156.22872826,-126640341.9588263,-55397993.68398178,26.33932125421893,11.8896568250339,5.202478817489421,153687628.99653077,29.363064713964214
2022-201/00:00.000000,69446468.62657185,-125595470.3940547,-54940657.48277293,26.12037403283789,12.2966432399328,5.38376670997096,153673387.52316442,29.36777687488327
2022-202/00:00.000000,71693550.9162388,-124515573.4278022,-54467719.44894282,25.89418804623154,12.70041311028974,5.563623730818104,153658145.67084453,29.372833992717528
2022-203/00:00.000000,73920780.05484869,-123400933.2739433,-53979305.32416099,25.66081618075467,13.10086416826812,5.742001495547305,153641913.09690374,29.378235314476594
2022-204/00:00.000000,76127537.34605268,-122251841.2799653,-53475544.83953948,25.42030994837733,13.49788984698709,5.918855343344389,153624700.27506018,29.383975850255613
2022-205/00:00.000000,78313208.71512221,-121068597.7510554,-52956571.67401771,25.17272329947191,13.89139153986965,6.094137553591753,153606518.42981967,29.390053925568687
2022-206/00:00.000000,80477184.6348346,-119851511.4931449,-52422523.63348219,24.91810935648451,14.28126842040682,6.267802179484621,153587379.16262424,29.396464851382763
2022-207/00:00.000000,82618860.72463547,-118600900.0428029,-51873542.54357556,24.65653099998321,14.66742155999549,6.439799166507303,153567294.87237763,29.40321053008841
2022-208/00:00.000000,84737637.8127824,-117317089.2234503,-51309774.59087715,24.3880493026046,15.04975134493623,6.610084507824285,153546278.5433757,29.410290402021893
2022-209/00:00.000000,86832921.95906533,-116000413.7886489,-50731369.7576403,24.1127214676069,15.42815869539526,6.778607292032174,153524344.03889605,29.417697634660037
2022-210/00:00.000000,88904124.30142972,-114651216.9495136,-50138482.2698507,23.83060944706748,15.80254399149281,6.945322461902729,153501505.75851896,29.425428583480954
2022-211/00:00.000000,90950661.42405774,-113269850.5330612,-49531270.29617179,23.54177651482047,16.17280602821446,7.110184783130619,153477778.81637472,29.433477945194735
2022-212/00:00.000000,92971955.31502828,-111856674.9980895,-48909895.9852448,23.24628503731811,16.53884830037951,7.273146185118863,153453178.98960355,29.44183972800129
2022-213/00:00.000000,94967433.50167303,-110412059.0002973,-48274525.45240895,22.9442012949805,16.90057793302113,7.434163184973281,153427722.41754454,29.450512555735216
2022-214/00:00.000000,96936529.19254825,-108936379.5740198,-47625328.71355505,22.63559027742925,17.25789027873869,7.59318747093641,153401425.7484814,29.459484381934093
2022-215/00:00.000000,98878681.49921478,-107430022.3099139,-46962479.90913561,22.3205210192474,17.61069479662412,7.750175680608867,153374306.41325724,29.468753839801405
2022-216/00:00.000000,100793333.3156607,-105893382.0782367,-46286158.03687519,21.99898811213651,17.95884859156899,7.905038206659322,153346381.87666473,29.478218225353558
2022-217/00:00.000000,102679932.9768581,-104326862.2155012,-45596546.1282276,21.67120445604225,18.30235469968138,8.057825739441803,153317669.6753764,29.488062767427525
2022-218/00:00.000000,104537941.6018788,-102730869.4616898,-44893826.49290752,21.33716957163884,18.64107521773529,8.208449859447214,153288187.5158287,29.498188752823353
2022-219/00:00.000000,106366822.2934028,-101105821.1172742,-44178187.77222261,20.99695879074523,18.97492092568046,8.356871062594886,153257953.2142862,29.50859529955493
2022-220/00:00.000000,108166044.5664202,-99452142.14109822,-43449822.21362281,20.65064599999441,19.30380451237925,8.503045539347962,153226984.6469395,29.519278993794277
2022-221/00:00.000000,109935085.0151534,-97770265.0298772,-42708925.54287513,20.2983144760283,19.62763892350346,8.646933383162226,153195300.06605387,29.5302427557244
2022-222/00:00.000000,111673426.7751691,-96060630.04354271,-41955697.27996872,19.94004520931032,19.94633207949426,8.788491408475789,153162917.92179924,29.541481811372527
2022-223/00:00.000000,113380560.655076,-94323685.10811849,-41190340.66207612,19.5759237734382,20.25979499688756,8.927674000835065,153129857.54154134,29.552993891728796
2022-224/00:00.000000,115055984.5905625,-92559886.38450435,-40413062.84762634,19.20603335478208,20.56793113853211,9.064436536955533,153096139.09678555,29.56476819251074
2022-225/00:00.000000,116699203.8342562,-90769697.9260972,-39624075.04683053,18.83045766627668,20.87065120357266,9.19873137713546,153061783.47471672,29.576796251983133
2022-226/00:00.000000,118309730.694704,-88953591.58585018,-38823592.1511154,18.44927895989056,21.16786565656781,9.33051861674922,153026811.83567724,29.58906906700289
2022-227/00:00.000000,119887084.5012919,-87112046.71390411,-38011832.57420722,18.06257667540619,21.45949011937272,9.459758239157408,152991245.26767823,29.601577969454425
2022-228/00:00.000000,121430791.5673935,-85245550.26352353,-37189017.91113444,17.67043580435021,21.74543840131105,9.586409551754251,152955104.6340375,29.6143147966459
2022-229/00:00.000000,122940385.9280449,-83354595.64784327,-36355374.01065046,17.27294425432183,22.0256313092766,9.71043511199076,152918410.6875505,29.627277766431362
2022-230/00:00.000000,124415409.0791155,-81439683.74792188,-35511128.98857584,16.87019118502544,22.2999902061591,9.83179789591126,152881183.88908577,29.640464970714394
2022-231/00:00.000000,125855410.2086083,-79501322.15429859,-34656514.75642506,16.46226569393509,22.568433547054,9.950456455161621,152843444.47218186,29.653869363231035
2022-232/00:00.000000,127259946.5309596,-77540025.30814044,-33791766.53523793,16.04926319864484,22.83088429261564,10.06637431724578,152805212.6120761,29.667490940372506
2022-233/00:00.000000,128628583.5438384,-75556314.34020472,-32917122.7196487,15.63127934821764,23.08726415343265,10.17951322412578,152766508.4673681,29.681326615105043
2022-234/00:00.000000,129960894.9732536,-73550717.25942498,-32032825.18746885,15.20841029790852,23.33749257093127,10.28983278156709,152727352.2363164,29.695369368984366
2022-235/00:00.000000,131256462.7238374,-71523769.09581232,-31139119.07369462,14.78075232247345,23.58149254613334,10.39729355023514,152687764.04522705,29.709613647629414
2022-236/00:00.000000,132514877.7235336,-69476010.78361855,-30236253.39961566,14.34840718880749,23.81918851676938,10.50185685496935,152647764.1897657,29.72405638292808
2022-237/00:00.000000,133735736.3216284,-67407994.33531097,-29324485.68987484,13.91138855498814,24.05039388867977,10.60331297263165,152607373.12061012,29.738500697312883
2022-238/00:00.000000,134918644.8686142,-65320276.62159868,-28404074.60591027,13.46997125553734,24.27524550706566,10.7019664556882,152566610.78140107,29.753315043402964
2022-239/00:00.000000,136063224.9918837,-63213413.51662574,-27475269.71370155,13.02417531723884,24.49356079171032,10.79760704921367,152525497.17819816,29.768304972581344
2022-240/00:00.000000,137169102.8250695,-61087973.05216288,-26538332.93258122,12.57410326854137,24.7052622778633,10.89019781892408,152484052.72780752,29.783459600275737
2022-241/00:00.000000,138235913.408287,-58944529.85444865,-25593529.51451089,12.11985977082101,24.91027753487171,10.9796983334429,152442297.63617298,29.79877016291291
2022-242/00:00.000000,139263301.1659444,-56783664.52665348,-24641128.23644254,11.66154921859714,25.10853279171188,11.06607076744985,152400251.99938765,29.814225989625193
2022-243/00:00.000000,140250918.6366349,-54605964.92040358,-23681400.61024664,11.19927829719417,25.29995407781545,11.14927984108714,152357934.87105066,29.829816487743386
2022-244/00:00.000000,141198428.6807625,-52412024.24469089,-22714621.75082262,10.73315533789631,25.48446960794173,11.22928702681586,152315365.56968042,29.845530684444743
2022-245/00:00.000000,142105503.0466348,-50202442.1707482,-21741069.84803139,10.26328643772343,25.66201095941465,11.30605617416468,152272562.57836285,29.861358997829328
2022-246/00:00.000000,142971822.744004,-47977824.25515148,-20761026.3428048,9.789779693840337,25.83250962949979,11.37955023099139,152229543.5643415,29.877290768605242
2022-247/00:00.000000,143797078.1415448,-45738781.89664955,-19774775.54339743,9.312743686580456,25.99589805279907,11.44973660564137,152186325.27013248,29.89331662566117
2022-248/00:00.000000,144580969.050666,-43485932.01004921,-18782604.91634465,8.832288242433828,26.15211766107592,11.5165770450909,152142923.40380397,29.90943196705194
2022-249/00:00.000000,145323205.0639391,-41219896.61659405,-17784804.95359729,8.348528820471685,26.30110343918659,11.58003653377114,152099352.70860258,29.925628175670987
2022-250/00:00.000000,146023505.7608776,-38941303.75824131,-16781669.49057873,7.861587968092587,26.44279172908042,11.64008036783152,152055627.33414274,29.94189824939559
2022-251/00:00.000000,146681601.6763478,-36650786.39534551,-15773494.91930028,7.371589615398237,26.57712140746881,11.69667609241087,152011761.24137628,29.958236720073497
2022-252/00:00.000000,147297234.3466642,-34348983.2867115,-14760580.73680814,6.878666126856066,26.70402342597541,11.74978844974805,151967768.43362123,29.97462999660935
2022-253/00:00.000000,147870156.7866031,-32036539.36840969,-13743229.3930737,6.382949541381162,26.82342274364501,11.79938145078803,151923663.3212512,29.99105625271159
2022-254/00:00.000000,148400133.3086831,-29714106.22524841,-12721746.54402492,5.884571848508465,26.93524352737051,11.8454191889018,151879460.46102044,30.00749048953971
2022-255/00:00.000000,148886939.5433874,-27382341.72337641,-11696440.90408727,5.383659434843731,27.03941179279732,11.88786603112972,151835174.23401886,30.023906104718233
2022-256/00:00.000000,149330361.8039416,-25041910.39412164,-10667624.16542284,4.880337098230232,27.1358555495453,11.92668814218622,151790818.02934602,30.04027690683154
2022-257/00:00.000000,149730197.5577972,-22693482.02586944,-9635611.07158558,4.374734876755664,27.22451650983292,11.9618500240465,151746404.20081887,30.056587637884792
2022-258/00:00.000000,150086255.2841784,-20337731.94574866,-8600719.335070577,3.866980599373004,27.30532870783354,11.99331837687611,151701943.75486872,30.072814974456247
